source,dataset,subject_key,bytes,fps,frames,duration_seconds,pose_dimensions,screen_hz,max_seated_seconds,max_low_speed_seated_seconds,complete_transition_proxies,sha256,split,group_key
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BMLhandball/S10_Expert/Trial_upper_right_127_poses.npz,BMLhandball,BMLhandball/S10_Expert,1167856,120.0,873,7.275,156,10.0,0,0,0,74899bcfd5321c0be1237cffd6ece3c5f64376c504acf6c4fe3157e02edce70b,train,BMLhandball/S10_Expert
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BMLhandball/S10_Expert/Trial_upper_right_136_poses.npz,BMLhandball,BMLhandball/S10_Expert,1352224,120.0,1011,8.425,156,10.0,0,0,0,c8679a705e32331649ace59f7ea133d5efddbe5d0925550bb2b88fbd2e589b3f,train,BMLhandball/S10_Expert
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BMLhandball/S10_Expert/Trial_upper_right_152_poses.npz,BMLhandball,BMLhandball/S10_Expert,2248680,120.0,1682,14.016666666666667,156,10.0,0,0,0,cf94fa89e7b7ca01e0bf1b31586c2787c812b9b3b4a3539979876081fca762c9,train,BMLhandball/S10_Expert
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BMLhandball/S10_Expert/Trial_upper_right_175_poses.npz,BMLhandball,BMLhandball/S10_Expert,1670192,120.0,1249,10.408333333333333,156,10.0,0,0,0,0da3e055bd5a98b1856e266fe80d8a764f015609c124ca4bcebdc1afb8ca9565,train,BMLhandball/S10_Expert
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BMLhandball/S10_Expert/Trial_upper_right_178_poses.npz,BMLhandball,BMLhandball/S10_Expert,1338864,120.0,1001,8.341666666666667,156,10.0,0,0,0,41a0f64094d6029d4b18aa2f9602f50e02e3cae76b4530ea68d2123b927d90c8,train,BMLhandball/S10_Expert
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BMLhandball/S10_Expert/Trial_upper_right_186_poses.npz,BMLhandball,BMLhandball/S10_Expert,1505864,120.0,1126,9.383333333333333,156,10.0,0,0,0,9109d18584e6a842218ff16649f5fc4e20c205112215d3c158166a1d0f12158c,train,BMLhandball/S10_Expert
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BMLhandball/S10_Expert/Trial_upper_right_197_poses.npz,BMLhandball,BMLhandball/S10_Expert,1544608,120.0,1155,9.625,156,10.0,0,0,0,4710f9ff3216bc82d823554b3c0f4456e4a669b13963f79f3253d5c9bc007c0a,train,BMLhandball/S10_Expert
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BMLhandball/S10_Expert/Trial_upper_right_224_poses.npz,BMLhandball,BMLhandball/S10_Expert,1370928,120.0,1025,8.541666666666666,156,10.0,0,0,0,c9fdadb2f3f2c7888854c54e4308cefc026a2865a554ec9a0f2c365894317410,train,BMLhandball/S10_Expert
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BMLhandball/S10_Expert/Trial_upper_right_left_044_poses.npz,BMLhandball,BMLhandball/S10_Expert,1898648,120.0,1420,11.833333333333334,156,10.0,0,0,0,282fdabcded9f4f01cfa688f4f13f00280bf1fb1436b45539ba5f1f21eb73e1e,train,BMLhandball/S10_Expert
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BMLhandball/S10_Expert/Trial_upper_right_left_062_poses.npz,BMLhandball,BMLhandball/S10_Expert,1688896,120.0,1263,10.525,156,10.0,0,0,0,9b6618942ecc4c9f79959350378bef0ef6dafaae846320c879d8a794a02caf13,train,BMLhandball/S10_Expert
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BMLhandball/S10_Expert/Trial_upper_right_left_070_poses.npz,BMLhandball,BMLhandball/S10_Expert,1644808,120.0,1230,10.25,156,10.0,0,0,0,ddc53f43b8c23386f54802aecf14dd07d596d5c7f2f5f5f00b3e095a6c3109f7,train,BMLhandball/S10_Expert
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BMLhandball/S10_Expert/Trial_upper_right_left_088_poses.npz,BMLhandball,BMLhandball/S10_Expert,2157832,120.0,1614,13.45,156,10.0,0,0,0,4ba16cadeb3f44bd6bff68e251ad9151cf1f7ea8f935d12c2865f2c77426c80a,train,BMLhandball/S10_Expert
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BMLhandball/S10_Expert/Trial_upper_right_left_090_poses.npz,BMLhandball,BMLhandball/S10_Expert,1783752,120.0,1334,11.116666666666667,156,10.0,0,0,0,1e85d9dacf57b04e1de30b2d9f0bd2f162f93d0111dcd200d702fda822d5f27d,train,BMLhandball/S10_Expert
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BMLhandball/S10_Expert/Trial_upper_right_left_091_poses.npz,BMLhandball,BMLhandball/S10_Expert,1897312,120.0,1419,11.825,156,10.0,0,0,0,0e12468148eb31c6fc447b59f156a4f362395d1a782a393b1d5539107fdc50ba,train,BMLhandball/S10_Expert
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BMLhandball/S10_Expert/Trial_upper_right_left_110_poses.npz,BMLhandball,BMLhandball/S10_Expert,1932048,120.0,1445,12.041666666666666,156,10.0,0,0,0,ef2f57a8922e688aff383fc50ba790fc3b2ada7501368a85fd25eba87fa9dd57,train,BMLhandball/S10_Expert
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BMLhandball/S10_Expert/Trial_upper_right_left_116_poses.npz,BMLhandball,BMLhandball/S10_Expert,1805128,120.0,1350,11.25,156,10.0,0,0,0,db1c5de42289949180677e1b06e0387c9bab5879dfce2db6f934620c332159c9,train,BMLhandball/S10_Expert
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BMLhandball/S10_Expert/Trial_upper_right_left_168_poses.npz,BMLhandball,BMLhandball/S10_Expert,1644808,120.0,1230,10.25,156,10.0,0,0,0,9c5b38d9ec28e4d1b7308f4903dbfb019019b6ca96822c0323accff39c24ea4e,train,BMLhandball/S10_Expert
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BMLhandball/S10_Expert/Trial_upper_right_left_181_poses.npz,BMLhandball,BMLhandball/S10_Expert,1714280,120.0,1282,10.683333333333334,156,10.0,0,0,0,3f749f7adf23f632c5f0a195f7fac5af2f1a7644bab0d897061d1fc5e33bf3f8,train,BMLhandball/S10_Expert
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BMLhandball/S10_Expert/Trial_upper_right_left_230_poses.npz,BMLhandball,BMLhandball/S10_Expert,1799784,120.0,1346,11.216666666666667,156,10.0,0,0,0,67af17150adc96658293595cc765e8524092d098db103442a3ab195b7081d48a,train,BMLhandball/S10_Expert
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BMLhandball/S10_Expert/Trial_upper_right_left_232_poses.npz,BMLhandball,BMLhandball/S10_Expert,1950752,120.0,1459,12.158333333333333,156,10.0,0,0,0,38eae50081b2aa1b71f76d24cac73197cafcd56fb5e3926f3cb00ae475c347ad,train,BMLhandball/S10_Expert
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BMLhandball/S10_Expert/Trial_upper_right_left_234_poses.npz,BMLhandball,BMLhandball/S10_Expert,1976136,120.0,1478,12.316666666666666,156,10.0,0,0,0,4d9d496ff2f944761b1e29ea180efcebe65973ce263aad5a2ca3c8b5dfb18837,train,BMLhandball/S10_Expert
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BMLhandball/S10_Expert/Trial_upper_right_left_240_poses.npz,BMLhandball,BMLhandball/S10_Expert,1830512,120.0,1369,11.408333333333333,156,10.0,0,0,0,3e7c209d356ba8bce31dfa14fb8cde31298e11705b5bb1c412501174d0ecb331,train,BMLhandball/S10_Expert
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BMLmovi/Subject_11_F_MoSh/Subject_11_F_10_poses.npz,BMLmovi,BMLmovi/Subject_11_F_MoSh,633456,120.0,473,3.941666666666667,156,10.0,0,0,0,b95393b3987f17769b296146f90eb2e60fdb5ed4b3bd13baf1dfec4be09400ca,train,BMLmovi/Subject_11_F_MoSh
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BMLmovi/Subject_11_F_MoSh/Subject_11_F_11_poses.npz,BMLmovi,BMLmovi/Subject_11_F_MoSh,740336,120.0,553,4.608333333333333,156,10.0,0,0,0,e61e885e982abb4c27d25d6dafe8ee4041557f05ea12c904ea40026af896b201,train,BMLmovi/Subject_11_F_MoSh
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BMLmovi/Subject_11_F_MoSh/Subject_11_F_12_poses.npz,BMLmovi,BMLmovi/Subject_11_F_MoSh,510544,120.0,381,3.175,156,10.0,0,0,0,5b51b3a010f5a00cdfe45254be70038f7c77a29dc23a25e20d6dd16aca1da263,train,BMLmovi/Subject_11_F_MoSh
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BMLmovi/Subject_11_F_MoSh/Subject_11_F_13_poses.npz,BMLmovi,BMLmovi/Subject_11_F_MoSh,2311472,120.0,1729,14.408333333333333,156,10.0,0,0,0,2699dcbc8f60cde5dbd6af8faba1110f10f9a7181d668f163e0e18c77ef9be6f,train,BMLmovi/Subject_11_F_MoSh
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BMLmovi/Subject_11_F_MoSh/Subject_11_F_14_poses.npz,BMLmovi,BMLmovi/Subject_11_F_MoSh,654832,120.0,489,4.075,156,10.0,0,0,0,29275cec55a66582c8d1cb279a07f946784db719923bda9f1c4e4fd9ea3f5d21,train,BMLmovi/Subject_11_F_MoSh
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BMLmovi/Subject_11_F_MoSh/Subject_11_F_15_poses.npz,BMLmovi,BMLmovi/Subject_11_F_MoSh,350224,120.0,261,2.175,156,10.0,0,0,0,a16ccf8ad45965b3e15731e79b834d81e52b49d95220b8d49628ce7063a41c7f,train,BMLmovi/Subject_11_F_MoSh
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BMLmovi/Subject_11_F_MoSh/Subject_11_F_16_poses.npz,BMLmovi,BMLmovi/Subject_11_F_MoSh,2354224,120.0,1761,14.675,156,10.0,0,0,0,0794003527b06c7375c8f74680055364433f0af414d9ae128ac187cb1b547655,train,BMLmovi/Subject_11_F_MoSh
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BMLmovi/Subject_11_F_MoSh/Subject_11_F_18_poses.npz,BMLmovi,BMLmovi/Subject_11_F_MoSh,580016,120.0,433,3.6083333333333334,156,10.0,0,0,0,d296588ce74271b6fa9d9153844f3570957c755b5f4324b06d9a38e817b98ad4,train,BMLmovi/Subject_11_F_MoSh
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BMLmovi/Subject_11_F_MoSh/Subject_11_F_19_poses.npz,BMLmovi,BMLmovi/Subject_11_F_MoSh,2247344,120.0,1681,14.008333333333333,156,10.0,0,0,0,dd6602c976ce7ac06762990b5e66589e138fc33b0e8f7dbfe177e0e092f35f72,train,BMLmovi/Subject_11_F_MoSh
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BMLmovi/Subject_11_F_MoSh/Subject_11_F_1_poses.npz,BMLmovi,BMLmovi/Subject_11_F_MoSh,820496,120.0,613,5.108333333333333,156,10.0,0,0,0,7a7d13816fecbe28acf73f1dcf50a0749a251dfdde5fa9fc37945220f18d6dd4,train,BMLmovi/Subject_11_F_MoSh
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BMLmovi/Subject_11_F_MoSh/Subject_11_F_20_poses.npz,BMLmovi,BMLmovi/Subject_11_F_MoSh,1338864,120.0,1001,8.341666666666667,156,10.0,0,0,0,ff878dd87f0e5fa85df57549d8d0b7279e15add27c8e1e992136f686aad5add4,train,BMLmovi/Subject_11_F_MoSh
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BMLmovi/Subject_11_F_MoSh/Subject_11_F_21_poses.npz,BMLmovi,BMLmovi/Subject_11_F_MoSh,2829840,120.0,2117,17.641666666666666,156,10.0,0,0,0,cad2201a5f330a0d77f492a27cd920421a38c922f994b562e84aba4b98690eb6,train,BMLmovi/Subject_11_F_MoSh
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BMLmovi/Subject_11_F_MoSh/Subject_11_F_2_poses.npz,BMLmovi,BMLmovi/Subject_11_F_MoSh,451760,120.0,337,2.808333333333333,156,10.0,0,0,0,1c5620cbead52e9bdce4c05455d8540eb19c92f3db514385de2c436834ba19aa,train,BMLmovi/Subject_11_F_MoSh
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BMLmovi/Subject_11_F_MoSh/Subject_11_F_4_poses.npz,BMLmovi,BMLmovi/Subject_11_F_MoSh,686896,120.0,513,4.275,156,10.0,0,0,0,dff6f2a9b65cff66a34a50baad9ce43ec3fcf6c7db934e50593fc7dfb8993f18,train,BMLmovi/Subject_11_F_MoSh
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BMLmovi/Subject_11_F_MoSh/Subject_11_F_5_poses.npz,BMLmovi,BMLmovi/Subject_11_F_MoSh,740336,120.0,553,4.608333333333333,156,10.0,0,0,0,9fa09adb7f8c18917aaef567dd9f10c25aa9674d106b58269ae4a9eff58a3c5f,train,BMLmovi/Subject_11_F_MoSh
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BMLmovi/Subject_11_F_MoSh/Subject_11_F_6_poses.npz,BMLmovi,BMLmovi/Subject_11_F_MoSh,633456,120.0,473,3.941666666666667,156,10.0,0,0,0,6f9bcaf7eb046968b2a5c30b3477180363a79c82899522fc15ab133cfb5464c0,train,BMLmovi/Subject_11_F_MoSh
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BMLmovi/Subject_11_F_MoSh/Subject_11_F_7_poses.npz,BMLmovi,BMLmovi/Subject_11_F_MoSh,387632,120.0,289,2.408333333333333,156,10.0,0,0,0,b9e831a1d7114e0903defc5d5cfd63ae1221f6e3e6e8810a8b7239c1af2b2156,train,BMLmovi/Subject_11_F_MoSh
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BMLmovi/Subject_11_F_MoSh/Subject_11_F_8_poses.npz,BMLmovi,BMLmovi/Subject_11_F_MoSh,665520,120.0,497,4.141666666666667,156,10.0,0,0,0,9bdf66dd3feb71c8316e2ec5fb1e3d51cb3f37dd18837d5939464974e14f2882,train,BMLmovi/Subject_11_F_MoSh
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BMLmovi/Subject_11_F_MoSh/Subject_11_F_9_poses.npz,BMLmovi,BMLmovi/Subject_11_F_MoSh,986160,120.0,737,6.141666666666667,156,10.0,0,0,0,8c69d24aafce1a25e5cc025768a74c6402a42feb6a545099d86f5f56671d6fb8,train,BMLmovi/Subject_11_F_MoSh
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BMLmovi/Subject_12_F_MoSh/Subject_12_F_11_poses.npz,BMLmovi,BMLmovi/Subject_12_F_MoSh,1830520,120.0,1369,11.408333333333333,156,10.0,0,0,0,bf677c7b76490e842696d4b36090ae1cd667bdceee1865fca388d7811c823da0,train,BMLmovi/Subject_12_F_MoSh
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BMLmovi/Subject_12_F_MoSh/Subject_12_F_12_poses.npz,BMLmovi,BMLmovi/Subject_12_F_MoSh,494520,120.0,369,3.075,156,10.0,0,0,0,30afbf55931065961ae676cfa3e4c6fafe431d05ec019a6da48ae135df07c63b,train,BMLmovi/Subject_12_F_MoSh
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BMLmovi/Subject_12_F_MoSh/Subject_12_F_13_poses.npz,BMLmovi,BMLmovi/Subject_12_F_MoSh,430392,120.0,321,2.675,156,10.0,0,0,0,38b782cbed7367663fdc489ef6f9c4efc82cde13ee4af17080c82d3b2cb3a056,train,BMLmovi/Subject_12_F_MoSh
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BMLmovi/Subject_12_F_MoSh/Subject_12_F_14_poses.npz,BMLmovi,BMLmovi/Subject_12_F_MoSh,569336,120.0,425,3.5416666666666665,156,10.0,0,0,0,844fe3e0060ca670d99521ab05e72397414b0415147de6c6b38fe2a40daec7a9,train,BMLmovi/Subject_12_F_MoSh
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BMLmovi/Subject_12_F_MoSh/Subject_12_F_15_poses.npz,BMLmovi,BMLmovi/Subject_12_F_MoSh,1093048,120.0,817,6.808333333333334,156,10.0,0,0,0,6634278b34e3ab39900b14187e9bab4bca6ca451da1f089cf2083900c18bda3a,train,BMLmovi/Subject_12_F_MoSh
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BMLmovi/Subject_12_F_MoSh/Subject_12_F_16_poses.npz,BMLmovi,BMLmovi/Subject_12_F_MoSh,558648,120.0,417,3.475,156,10.0,0,0,0,d341795524122f84bc23af80088ee18330916793dd49520efa089ec523aa090d,train,BMLmovi/Subject_12_F_MoSh
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BMLmovi/Subject_12_F_MoSh/Subject_12_F_17_poses.npz,BMLmovi,BMLmovi/Subject_12_F_MoSh,483832,120.0,361,3.0083333333333333,156,10.0,0,0,0,0e66d057cf87f12315d06a16da5bef293e33339f9f97c43fc527facf015dac8e,train,BMLmovi/Subject_12_F_MoSh
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BMLmovi/Subject_12_F_MoSh/Subject_12_F_18_poses.npz,BMLmovi,BMLmovi/Subject_12_F_MoSh,708280,120.0,529,4.408333333333333,156,10.0,0,0,0,fbe724d588d6588e4f26408083a33e537a25b19f8a1c24203a5b8913c4a511f1,train,BMLmovi/Subject_12_F_MoSh
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BMLmovi/Subject_12_F_MoSh/Subject_12_F_19_poses.npz,BMLmovi,BMLmovi/Subject_12_F_MoSh,948760,120.0,709,5.908333333333333,156,10.0,0,0,0,262ff4f677e25328dcd7595ac729e972d8628544652c9d34be72087c3f699327,train,BMLmovi/Subject_12_F_MoSh
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BMLmovi/Subject_12_F_MoSh/Subject_12_F_1_poses.npz,BMLmovi,BMLmovi/Subject_12_F_MoSh,1761048,120.0,1317,10.975,156,10.0,0,0,0,90da1602a3f3188ddc8a2cfb33d32379614d6ece58566893c3b670fac0de95c3,train,BMLmovi/Subject_12_F_MoSh
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BMLmovi/Subject_12_F_MoSh/Subject_12_F_20_poses.npz,BMLmovi,BMLmovi/Subject_12_F_MoSh,291448,120.0,217,1.8083333333333333,156,10.0,0,0,0,b41a063f8fb6f57014f4909c18f18e2665da9568f24f488b4a11e7afa231afed,train,BMLmovi/Subject_12_F_MoSh
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BMLmovi/Subject_12_F_MoSh/Subject_12_F_21_poses.npz,BMLmovi,BMLmovi/Subject_12_F_MoSh,831192,120.0,621,5.175,156,10.0,0,0,0,b77980e3c3983f8f45ce0fb3f21aefb27297e2894e930b40ae86d30a5be72a95,train,BMLmovi/Subject_12_F_MoSh
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BMLmovi/Subject_12_F_MoSh/Subject_12_F_2_poses.npz,BMLmovi,BMLmovi/Subject_12_F_MoSh,2674872,120.0,2001,16.675,156,10.0,0,0,0,0279ad83b86fd39380f796f4a6e165f74568990037c79ca4631090ea50da5175,train,BMLmovi/Subject_12_F_MoSh
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BMLmovi/Subject_12_F_MoSh/Subject_12_F_3_poses.npz,BMLmovi,BMLmovi/Subject_12_F_MoSh,1745016,120.0,1305,10.875,156,10.0,0,0,0,124a887da7c3d1f70e003ece8f4e28d3d345c375b1489c48e25da9d6e561d1ef,train,BMLmovi/Subject_12_F_MoSh
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BMLmovi/Subject_12_F_MoSh/Subject_12_F_4_poses.npz,BMLmovi,BMLmovi/Subject_12_F_MoSh,585368,120.0,437,3.6416666666666666,156,10.0,0,0,0,7fa8adeff9b87a37d801881494ec377d309fc1a977f3b65cc82f7378057ead78,train,BMLmovi/Subject_12_F_MoSh
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BMLmovi/Subject_12_F_MoSh/Subject_12_F_5_poses.npz,BMLmovi,BMLmovi/Subject_12_F_MoSh,612088,120.0,457,3.808333333333333,156,10.0,0,0,0,f333615438d150fdb54c37224f455a418313bfd60006b3693113579228a5b1ad,train,BMLmovi/Subject_12_F_MoSh
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BMLmovi/Subject_12_F_MoSh/Subject_12_F_6_poses.npz,BMLmovi,BMLmovi/Subject_12_F_MoSh,724312,120.0,541,4.508333333333334,156,10.0,0,0,0,97348a65e43d5a381165be649d2ff0bd655b7ba00e4ad3ed23866a23da99e461,train,BMLmovi/Subject_12_F_MoSh
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BMLmovi/Subject_12_F_MoSh/Subject_12_F_7_poses.npz,BMLmovi,BMLmovi/Subject_12_F_MoSh,2616088,120.0,1957,16.308333333333334,156,10.0,0,0,0,0a391f9b7063e4aa35b78861af252f93dbaf0060436575ec0f08313af14193e9,train,BMLmovi/Subject_12_F_MoSh
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BMLmovi/Subject_12_F_MoSh/Subject_12_F_8_poses.npz,BMLmovi,BMLmovi/Subject_12_F_MoSh,510552,120.0,381,3.175,156,10.0,0,0,0,cecaeb52e218b837f8d06fc380502d609b0ae0f8ff08806babe7867a1c08b52c,train,BMLmovi/Subject_12_F_MoSh
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BMLmovi/Subject_12_F_MoSh/Subject_12_F_9_poses.npz,BMLmovi,BMLmovi/Subject_12_F_MoSh,751032,120.0,561,4.675,156,10.0,0,0,0,915ffba5221bacdea0395f5b2e5aa86812c814a9039d5d61f2f41473e87f7ae3,train,BMLmovi/Subject_12_F_MoSh
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BMLmovi/Subject_13_F_MoSh/Subject_13_F_10_poses.npz,BMLmovi,BMLmovi/Subject_13_F_MoSh,697584,120.0,521,4.341666666666667,156,10.0,0,0,0,4f012f4ce9f0843bf1ad4bf51ff7d594e7bd3fcce73d9381c2caa845bf67d7c0,train,BMLmovi/Subject_13_F_MoSh
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BMLmovi/Subject_13_F_MoSh/Subject_13_F_11_poses.npz,BMLmovi,BMLmovi/Subject_13_F_MoSh,873936,120.0,653,5.441666666666666,156,10.0,0,0,0,1e3e3a500f910c3f19c194bfea47df8187d955fb4baf73a25971d90b795fdb45,train,BMLmovi/Subject_13_F_MoSh
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BMLmovi/Subject_13_F_MoSh/Subject_13_F_12_poses.npz,BMLmovi,BMLmovi/Subject_13_F_MoSh,2017552,120.0,1509,12.575,156,10.0,0,0,0,e0a5abb9751a7b38d3a3864afc5311de22f4d92669235516f1fbbd25bf5df26c,train,BMLmovi/Subject_13_F_MoSh
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BMLmovi/Subject_13_F_MoSh/Subject_13_F_13_poses.npz,BMLmovi,BMLmovi/Subject_13_F_MoSh,863248,120.0,645,5.375,156,10.0,0,0,0,003c0ca37a5535e58aedbf4616b2679b4c284d86df2ecb389538ed7fb9deda69,train,BMLmovi/Subject_13_F_MoSh
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BMLmovi/Subject_13_F_MoSh/Subject_13_F_14_poses.npz,BMLmovi,BMLmovi/Subject_13_F_MoSh,596048,120.0,445,3.7083333333333335,156,10.0,0,0,0,1a9daaeba158525b858a46f7e24219aba2e1999d6e57d77ae9f8dae80a39a939,train,BMLmovi/Subject_13_F_MoSh
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BMLmovi/Subject_13_F_MoSh/Subject_13_F_15_poses.npz,BMLmovi,BMLmovi/Subject_13_F_MoSh,580016,120.0,433,3.6083333333333334,156,10.0,0,0,0,c30ba28433d14981430b4a0b5ba7e44c9ece9a520fa42f92eebf66f44d762e64,train,BMLmovi/Subject_13_F_MoSh
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BMLmovi/Subject_13_F_MoSh/Subject_13_F_16_poses.npz,BMLmovi,BMLmovi/Subject_13_F_MoSh,900656,120.0,673,5.608333333333333,156,10.0,0,0,0,b335e8de4b69c1f906ae43f6a7f4176266d62f47a769fd0a584fcf0d5b8fca06,train,BMLmovi/Subject_13_F_MoSh
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BMLmovi/Subject_13_F_MoSh/Subject_13_F_17_poses.npz,BMLmovi,BMLmovi/Subject_13_F_MoSh,708272,120.0,529,4.408333333333333,156,10.0,0,0,0,4b3076cb76d7388dbea739c84fcd4db40da040767e236c1ef2f0828ab5ac1948,train,BMLmovi/Subject_13_F_MoSh
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BMLmovi/Subject_13_F_MoSh/Subject_13_F_18_poses.npz,BMLmovi,BMLmovi/Subject_13_F_MoSh,702928,120.0,525,4.375,156,10.0,0,0,0,6df4969beae4bc6b5a8caa8d713be989fee787a76c3e05af5b82980ac8d2a1b1,train,BMLmovi/Subject_13_F_MoSh
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BMLmovi/Subject_13_F_MoSh/Subject_13_F_19_poses.npz,BMLmovi,BMLmovi/Subject_13_F_MoSh,756368,120.0,565,4.708333333333333,156,10.0,0,0,0,c643d68f5d351ab96d9861397e27ff66f42598465c609197ebe73efd145264dc,train,BMLmovi/Subject_13_F_MoSh
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BMLmovi/Subject_13_F_MoSh/Subject_13_F_1_poses.npz,BMLmovi,BMLmovi/Subject_13_F_MoSh,1082352,120.0,809,6.741666666666666,156,10.0,0,0,0,7a972b97553b83feafbff6078c33afb1f9f15f71ff808cbbee50481d4ea70636,train,BMLmovi/Subject_13_F_MoSh
