source,dataset,subject_key,bytes,fps,frames,duration_seconds,pose_dimensions,screen_hz,max_seated_seconds,max_low_speed_seated_seconds,complete_transition_proxies
../base_mobileposer/data/raw/AMASS/BMLmovi/Subject_28_F_MoSh/Subject_28_F_1_poses.npz,BMLmovi,BMLmovi/Subject_28_F_MoSh,392976,120.0,293,2.441666666666667,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BMLmovi/Subject_28_F_MoSh/Subject_28_F_20_poses.npz,BMLmovi,BMLmovi/Subject_28_F_MoSh,1167856,120.0,873,7.275,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BMLmovi/Subject_28_F_MoSh/Subject_28_F_21_poses.npz,BMLmovi,BMLmovi/Subject_28_F_MoSh,1525904,120.0,1141,9.508333333333333,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BMLmovi/Subject_28_F_MoSh/Subject_28_F_2_poses.npz,BMLmovi,BMLmovi/Subject_28_F_MoSh,382288,120.0,285,2.375,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BMLmovi/Subject_28_F_MoSh/Subject_28_F_3_poses.npz,BMLmovi,BMLmovi/Subject_28_F_MoSh,425040,120.0,317,2.6416666666666666,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BMLmovi/Subject_28_F_MoSh/Subject_28_F_4_poses.npz,BMLmovi,BMLmovi/Subject_28_F_MoSh,542608,120.0,405,3.375,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BMLmovi/Subject_28_F_MoSh/Subject_28_F_5_poses.npz,BMLmovi,BMLmovi/Subject_28_F_MoSh,473136,120.0,353,2.941666666666667,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BMLmovi/Subject_28_F_MoSh/Subject_28_F_6_poses.npz,BMLmovi,BMLmovi/Subject_28_F_MoSh,387632,120.0,289,2.408333333333333,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BMLmovi/Subject_28_F_MoSh/Subject_28_F_7_poses.npz,BMLmovi,BMLmovi/Subject_28_F_MoSh,355568,120.0,265,2.2083333333333335,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BMLmovi/Subject_28_F_MoSh/Subject_28_F_8_poses.npz,BMLmovi,BMLmovi/Subject_28_F_MoSh,734992,120.0,549,4.575,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BMLmovi/Subject_28_F_MoSh/Subject_28_F_9_poses.npz,BMLmovi,BMLmovi/Subject_28_F_MoSh,451760,120.0,337,2.808333333333333,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BMLmovi/Subject_29_F_MoSh/Subject_29_F_10_poses.npz,BMLmovi,BMLmovi/Subject_29_F_MoSh,376944,120.0,281,2.341666666666667,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BMLmovi/Subject_29_F_MoSh/Subject_29_F_11_poses.npz,BMLmovi,BMLmovi/Subject_29_F_MoSh,580016,120.0,433,3.6083333333333334,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BMLmovi/Subject_29_F_MoSh/Subject_29_F_12_poses.npz,BMLmovi,BMLmovi/Subject_29_F_MoSh,1146480,120.0,857,7.141666666666667,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BMLmovi/Subject_29_F_MoSh/Subject_29_F_13_poses.npz,BMLmovi,BMLmovi/Subject_29_F_MoSh,654832,120.0,489,4.075,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BMLmovi/Subject_29_F_MoSh/Subject_29_F_14_poses.npz,BMLmovi,BMLmovi/Subject_29_F_MoSh,558640,120.0,417,3.475,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BMLmovi/Subject_29_F_MoSh/Subject_29_F_15_poses.npz,BMLmovi,BMLmovi/Subject_29_F_MoSh,922032,120.0,689,5.741666666666666,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BMLmovi/Subject_29_F_MoSh/Subject_29_F_16_poses.npz,BMLmovi,BMLmovi/Subject_29_F_MoSh,312816,120.0,233,1.9416666666666667,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BMLmovi/Subject_29_F_MoSh/Subject_29_F_17_poses.npz,BMLmovi,BMLmovi/Subject_29_F_MoSh,499856,120.0,373,3.1083333333333334,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BMLmovi/Subject_29_F_MoSh/Subject_29_F_18_poses.npz,BMLmovi,BMLmovi/Subject_29_F_MoSh,425040,120.0,317,2.6416666666666666,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BMLmovi/Subject_29_F_MoSh/Subject_29_F_19_poses.npz,BMLmovi,BMLmovi/Subject_29_F_MoSh,515888,120.0,385,3.2083333333333335,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BMLmovi/Subject_29_F_MoSh/Subject_29_F_1_poses.npz,BMLmovi,BMLmovi/Subject_29_F_MoSh,1483152,120.0,1109,9.241666666666667,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BMLmovi/Subject_29_F_MoSh/Subject_29_F_20_poses.npz,BMLmovi,BMLmovi/Subject_29_F_MoSh,521232,120.0,389,3.2416666666666667,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BMLmovi/Subject_29_F_MoSh/Subject_29_F_21_poses.npz,BMLmovi,BMLmovi/Subject_29_F_MoSh,873936,120.0,653,5.441666666666666,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BMLmovi/Subject_29_F_MoSh/Subject_29_F_2_poses.npz,BMLmovi,BMLmovi/Subject_29_F_MoSh,446416,120.0,333,2.775,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BMLmovi/Subject_29_F_MoSh/Subject_29_F_3_poses.npz,BMLmovi,BMLmovi/Subject_29_F_MoSh,948752,120.0,709,5.908333333333333,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BMLmovi/Subject_29_F_MoSh/Subject_29_F_4_poses.npz,BMLmovi,BMLmovi/Subject_29_F_MoSh,558640,120.0,417,3.475,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BMLmovi/Subject_29_F_MoSh/Subject_29_F_5_poses.npz,BMLmovi,BMLmovi/Subject_29_F_MoSh,1231984,120.0,921,7.675,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BMLmovi/Subject_29_F_MoSh/Subject_29_F_6_poses.npz,BMLmovi,BMLmovi/Subject_29_F_MoSh,478480,120.0,357,2.975,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BMLmovi/Subject_29_F_MoSh/Subject_29_F_7_poses.npz,BMLmovi,BMLmovi/Subject_29_F_MoSh,1125104,120.0,841,7.008333333333334,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BMLmovi/Subject_29_F_MoSh/Subject_29_F_8_poses.npz,BMLmovi,BMLmovi/Subject_29_F_MoSh,1157168,120.0,865,7.208333333333333,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BMLmovi/Subject_29_F_MoSh/Subject_29_F_9_poses.npz,BMLmovi,BMLmovi/Subject_29_F_MoSh,339536,120.0,253,2.1083333333333334,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BMLmovi/Subject_2_F_MoSh/Subject_2_F_10_poses.npz,BMLmovi,BMLmovi/Subject_2_F_MoSh,836536,120.0,625,5.208333333333333,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BMLmovi/Subject_2_F_MoSh/Subject_2_F_11_poses.npz,BMLmovi,BMLmovi/Subject_2_F_MoSh,825848,120.0,617,5.141666666666667,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BMLmovi/Subject_2_F_MoSh/Subject_2_F_12_poses.npz,BMLmovi,BMLmovi/Subject_2_F_MoSh,355576,120.0,265,2.2083333333333335,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BMLmovi/Subject_2_F_MoSh/Subject_2_F_13_poses.npz,BMLmovi,BMLmovi/Subject_2_F_MoSh,403672,120.0,301,2.5083333333333333,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BMLmovi/Subject_2_F_MoSh/Subject_2_F_14_poses.npz,BMLmovi,BMLmovi/Subject_2_F_MoSh,355576,120.0,265,2.2083333333333335,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BMLmovi/Subject_2_F_MoSh/Subject_2_F_15_poses.npz,BMLmovi,BMLmovi/Subject_2_F_MoSh,360920,120.0,269,2.2416666666666667,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BMLmovi/Subject_2_F_MoSh/Subject_2_F_16_poses.npz,BMLmovi,BMLmovi/Subject_2_F_MoSh,371608,120.0,277,2.308333333333333,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BMLmovi/Subject_2_F_MoSh/Subject_2_F_17_poses.npz,BMLmovi,BMLmovi/Subject_2_F_MoSh,724312,120.0,541,4.508333333333334,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BMLmovi/Subject_2_F_MoSh/Subject_2_F_18_poses.npz,BMLmovi,BMLmovi/Subject_2_F_MoSh,398328,120.0,297,2.475,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BMLmovi/Subject_2_F_MoSh/Subject_2_F_19_poses.npz,BMLmovi,BMLmovi/Subject_2_F_MoSh,574680,120.0,429,3.575,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BMLmovi/Subject_2_F_MoSh/Subject_2_F_1_poses.npz,BMLmovi,BMLmovi/Subject_2_F_MoSh,334200,120.0,249,2.075,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BMLmovi/Subject_2_F_MoSh/Subject_2_F_20_poses.npz,BMLmovi,BMLmovi/Subject_2_F_MoSh,1018232,120.0,761,6.341666666666667,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BMLmovi/Subject_2_F_MoSh/Subject_2_F_21_poses.npz,BMLmovi,BMLmovi/Subject_2_F_MoSh,1215960,120.0,909,7.575,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BMLmovi/Subject_2_F_MoSh/Subject_2_F_2_poses.npz,BMLmovi,BMLmovi/Subject_2_F_MoSh,387640,120.0,289,2.408333333333333,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BMLmovi/Subject_2_F_MoSh/Subject_2_F_3_poses.npz,BMLmovi,BMLmovi/Subject_2_F_MoSh,414360,120.0,309,2.575,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BMLmovi/Subject_2_F_MoSh/Subject_2_F_4_poses.npz,BMLmovi,BMLmovi/Subject_2_F_MoSh,184568,120.0,137,1.1416666666666666,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BMLmovi/Subject_2_F_MoSh/Subject_2_F_5_poses.npz,BMLmovi,BMLmovi/Subject_2_F_MoSh,494520,120.0,369,3.075,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BMLmovi/Subject_2_F_MoSh/Subject_2_F_6_poses.npz,BMLmovi,BMLmovi/Subject_2_F_MoSh,478488,120.0,357,2.975,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BMLmovi/Subject_2_F_MoSh/Subject_2_F_7_poses.npz,BMLmovi,BMLmovi/Subject_2_F_MoSh,334200,120.0,249,2.075,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BMLmovi/Subject_2_F_MoSh/Subject_2_F_8_poses.npz,BMLmovi,BMLmovi/Subject_2_F_MoSh,355576,120.0,265,2.2083333333333335,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BMLmovi/Subject_2_F_MoSh/Subject_2_F_9_poses.npz,BMLmovi,BMLmovi/Subject_2_F_MoSh,376952,120.0,281,2.341666666666667,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BMLmovi/Subject_30_F_MoSh/Subject_30_F_10_poses.npz,BMLmovi,BMLmovi/Subject_30_F_MoSh,622776,120.0,465,3.875,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BMLmovi/Subject_30_F_MoSh/Subject_30_F_11_poses.npz,BMLmovi,BMLmovi/Subject_30_F_MoSh,735000,120.0,549,4.575,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BMLmovi/Subject_30_F_MoSh/Subject_30_F_12_poses.npz,BMLmovi,BMLmovi/Subject_30_F_MoSh,569336,120.0,425,3.5416666666666665,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BMLmovi/Subject_30_F_MoSh/Subject_30_F_13_poses.npz,BMLmovi,BMLmovi/Subject_30_F_MoSh,895320,120.0,669,5.575,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BMLmovi/Subject_30_F_MoSh/Subject_30_F_14_poses.npz,BMLmovi,BMLmovi/Subject_30_F_MoSh,1579352,120.0,1181,9.841666666666667,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BMLmovi/Subject_30_F_MoSh/Subject_30_F_15_poses.npz,BMLmovi,BMLmovi/Subject_30_F_MoSh,1141144,120.0,853,7.108333333333333,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BMLmovi/Subject_30_F_MoSh/Subject_30_F_16_poses.npz,BMLmovi,BMLmovi/Subject_30_F_MoSh,804472,120.0,601,5.008333333333334,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BMLmovi/Subject_30_F_MoSh/Subject_30_F_17_poses.npz,BMLmovi,BMLmovi/Subject_30_F_MoSh,644152,120.0,481,4.008333333333334,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BMLmovi/Subject_30_F_MoSh/Subject_30_F_18_poses.npz,BMLmovi,BMLmovi/Subject_30_F_MoSh,1932056,120.0,1445,12.041666666666666,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BMLmovi/Subject_30_F_MoSh/Subject_30_F_19_poses.npz,BMLmovi,BMLmovi/Subject_30_F_MoSh,644152,120.0,481,4.008333333333334,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BMLmovi/Subject_30_F_MoSh/Subject_30_F_1_poses.npz,BMLmovi,BMLmovi/Subject_30_F_MoSh,815160,120.0,609,5.075,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BMLmovi/Subject_30_F_MoSh/Subject_30_F_20_poses.npz,BMLmovi,BMLmovi/Subject_30_F_MoSh,606744,120.0,453,3.775,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BMLmovi/Subject_30_F_MoSh/Subject_30_F_21_poses.npz,BMLmovi,BMLmovi/Subject_30_F_MoSh,1761048,120.0,1317,10.975,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BMLmovi/Subject_30_F_MoSh/Subject_30_F_2_poses.npz,BMLmovi,BMLmovi/Subject_30_F_MoSh,537272,120.0,401,3.341666666666667,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BMLmovi/Subject_30_F_MoSh/Subject_30_F_3_poses.npz,BMLmovi,BMLmovi/Subject_30_F_MoSh,729656,120.0,545,4.541666666666667,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BMLmovi/Subject_30_F_MoSh/Subject_30_F_4_poses.npz,BMLmovi,BMLmovi/Subject_30_F_MoSh,1034264,120.0,773,6.441666666666666,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BMLmovi/Subject_30_F_MoSh/Subject_30_F_5_poses.npz,BMLmovi,BMLmovi/Subject_30_F_MoSh,606744,120.0,453,3.775,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BMLmovi/Subject_30_F_MoSh/Subject_30_F_6_poses.npz,BMLmovi,BMLmovi/Subject_30_F_MoSh,1883960,120.0,1409,11.741666666666667,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BMLmovi/Subject_30_F_MoSh/Subject_30_F_7_poses.npz,BMLmovi,BMLmovi/Subject_30_F_MoSh,2060312,120.0,1541,12.841666666666667,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BMLmovi/Subject_30_F_MoSh/Subject_30_F_8_poses.npz,BMLmovi,BMLmovi/Subject_30_F_MoSh,686904,120.0,513,4.275,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BMLmovi/Subject_30_F_MoSh/Subject_30_F_9_poses.npz,BMLmovi,BMLmovi/Subject_30_F_MoSh,563992,120.0,421,3.5083333333333333,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BMLmovi/Subject_31_F_MoSh/Subject_31_F_10_poses.npz,BMLmovi,BMLmovi/Subject_31_F_MoSh,986160,120.0,737,6.141666666666667,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BMLmovi/Subject_31_F_MoSh/Subject_31_F_11_poses.npz,BMLmovi,BMLmovi/Subject_31_F_MoSh,1189232,120.0,889,7.408333333333333,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BMLmovi/Subject_31_F_MoSh/Subject_31_F_12_poses.npz,BMLmovi,BMLmovi/Subject_31_F_MoSh,1654160,120.0,1237,10.308333333333334,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BMLmovi/Subject_31_F_MoSh/Subject_31_F_13_poses.npz,BMLmovi,BMLmovi/Subject_31_F_MoSh,1098384,120.0,821,6.841666666666667,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BMLmovi/Subject_31_F_MoSh/Subject_31_F_14_poses.npz,BMLmovi,BMLmovi/Subject_31_F_MoSh,467792,120.0,349,2.908333333333333,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BMLmovi/Subject_31_F_MoSh/Subject_31_F_15_poses.npz,BMLmovi,BMLmovi/Subject_31_F_MoSh,1622096,120.0,1213,10.108333333333333,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BMLmovi/Subject_31_F_MoSh/Subject_31_F_16_poses.npz,BMLmovi,BMLmovi/Subject_31_F_MoSh,430384,120.0,321,2.675,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BMLmovi/Subject_31_F_MoSh/Subject_31_F_17_poses.npz,BMLmovi,BMLmovi/Subject_31_F_MoSh,868592,120.0,649,5.408333333333333,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BMLmovi/Subject_31_F_MoSh/Subject_31_F_18_poses.npz,BMLmovi,BMLmovi/Subject_31_F_MoSh,697584,120.0,521,4.341666666666667,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BMLmovi/Subject_31_F_MoSh/Subject_31_F_19_poses.npz,BMLmovi,BMLmovi/Subject_31_F_MoSh,740336,120.0,553,4.608333333333333,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BMLmovi/Subject_31_F_MoSh/Subject_31_F_1_poses.npz,BMLmovi,BMLmovi/Subject_31_F_MoSh,1103728,120.0,825,6.875,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BMLmovi/Subject_31_F_MoSh/Subject_31_F_20_poses.npz,BMLmovi,BMLmovi/Subject_31_F_MoSh,1723632,120.0,1289,10.741666666666667,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BMLmovi/Subject_31_F_MoSh/Subject_31_F_21_poses.npz,BMLmovi,BMLmovi/Subject_31_F_MoSh,927376,120.0,693,5.775,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BMLmovi/Subject_31_F_MoSh/Subject_31_F_2_poses.npz,BMLmovi,BMLmovi/Subject_31_F_MoSh,708272,120.0,529,4.408333333333333,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BMLmovi/Subject_31_F_MoSh/Subject_31_F_3_poses.npz,BMLmovi,BMLmovi/Subject_31_F_MoSh,617424,120.0,461,3.841666666666667,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BMLmovi/Subject_31_F_MoSh/Subject_31_F_4_poses.npz,BMLmovi,BMLmovi/Subject_31_F_MoSh,569328,120.0,425,3.5416666666666665,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BMLmovi/Subject_31_F_MoSh/Subject_31_F_5_poses.npz,BMLmovi,BMLmovi/Subject_31_F_MoSh,831184,120.0,621,5.175,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BMLmovi/Subject_31_F_MoSh/Subject_31_F_6_poses.npz,BMLmovi,BMLmovi/Subject_31_F_MoSh,553296,120.0,413,3.441666666666667,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BMLmovi/Subject_31_F_MoSh/Subject_31_F_7_poses.npz,BMLmovi,BMLmovi/Subject_31_F_MoSh,718960,120.0,537,4.475,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BMLmovi/Subject_31_F_MoSh/Subject_31_F_8_poses.npz,BMLmovi,BMLmovi/Subject_31_F_MoSh,889968,120.0,665,5.541666666666667,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BMLmovi/Subject_31_F_MoSh/Subject_31_F_9_poses.npz,BMLmovi,BMLmovi/Subject_31_F_MoSh,1579344,120.0,1181,9.841666666666667,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BMLmovi/Subject_32_F_MoSh/Subject_32_F_10_poses.npz,BMLmovi,BMLmovi/Subject_32_F_MoSh,558648,120.0,417,3.475,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BMLmovi/Subject_32_F_MoSh/Subject_32_F_11_poses.npz,BMLmovi,BMLmovi/Subject_32_F_MoSh,574680,120.0,429,3.575,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BMLmovi/Subject_32_F_MoSh/Subject_32_F_12_poses.npz,BMLmovi,BMLmovi/Subject_32_F_MoSh,483832,120.0,361,3.0083333333333333,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BMLmovi/Subject_32_F_MoSh/Subject_32_F_13_poses.npz,BMLmovi,BMLmovi/Subject_32_F_MoSh,1253368,120.0,937,7.808333333333334,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BMLmovi/Subject_32_F_MoSh/Subject_32_F_14_poses.npz,BMLmovi,BMLmovi/Subject_32_F_MoSh,644152,120.0,481,4.008333333333334,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BMLmovi/Subject_32_F_MoSh/Subject_32_F_15_poses.npz,BMLmovi,BMLmovi/Subject_32_F_MoSh,649496,120.0,485,4.041666666666667,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BMLmovi/Subject_32_F_MoSh/Subject_32_F_16_poses.npz,BMLmovi,BMLmovi/Subject_32_F_MoSh,1002200,120.0,749,6.241666666666666,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BMLmovi/Subject_32_F_MoSh/Subject_32_F_17_poses.npz,BMLmovi,BMLmovi/Subject_32_F_MoSh,601400,120.0,449,3.7416666666666667,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BMLmovi/Subject_32_F_MoSh/Subject_32_F_18_poses.npz,BMLmovi,BMLmovi/Subject_32_F_MoSh,1381624,120.0,1033,8.608333333333333,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BMLmovi/Subject_32_F_MoSh/Subject_32_F_19_poses.npz,BMLmovi,BMLmovi/Subject_32_F_MoSh,916696,120.0,685,5.708333333333333,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BMLmovi/Subject_32_F_MoSh/Subject_32_F_1_poses.npz,BMLmovi,BMLmovi/Subject_32_F_MoSh,1937400,120.0,1449,12.075,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BMLmovi/Subject_32_F_MoSh/Subject_32_F_20_poses.npz,BMLmovi,BMLmovi/Subject_32_F_MoSh,996856,120.0,745,6.208333333333333,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BMLmovi/Subject_32_F_MoSh/Subject_32_F_21_poses.npz,BMLmovi,BMLmovi/Subject_32_F_MoSh,1766392,120.0,1321,11.008333333333333,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BMLmovi/Subject_32_F_MoSh/Subject_32_F_2_poses.npz,BMLmovi,BMLmovi/Subject_32_F_MoSh,761720,120.0,569,4.741666666666666,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BMLmovi/Subject_32_F_MoSh/Subject_32_F_3_poses.npz,BMLmovi,BMLmovi/Subject_32_F_MoSh,1328184,120.0,993,8.275,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BMLmovi/Subject_32_F_MoSh/Subject_32_F_4_poses.npz,BMLmovi,BMLmovi/Subject_32_F_MoSh,1183896,120.0,885,7.375,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BMLmovi/Subject_32_F_MoSh/Subject_32_F_5_poses.npz,BMLmovi,BMLmovi/Subject_32_F_MoSh,1638136,120.0,1225,10.208333333333334,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BMLmovi/Subject_32_F_MoSh/Subject_32_F_6_poses.npz,BMLmovi,BMLmovi/Subject_32_F_MoSh,761720,120.0,569,4.741666666666666,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BMLmovi/Subject_32_F_MoSh/Subject_32_F_7_poses.npz,BMLmovi,BMLmovi/Subject_32_F_MoSh,761720,120.0,569,4.741666666666666,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BMLmovi/Subject_32_F_MoSh/Subject_32_F_8_poses.npz,BMLmovi,BMLmovi/Subject_32_F_MoSh,938072,120.0,701,5.841666666666667,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BMLmovi/Subject_32_F_MoSh/Subject_32_F_9_poses.npz,BMLmovi,BMLmovi/Subject_32_F_MoSh,569336,120.0,425,3.5416666666666665,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BMLmovi/Subject_33_F_MoSh/Subject_33_F_10_poses.npz,BMLmovi,BMLmovi/Subject_33_F_MoSh,1141136,120.0,853,7.108333333333333,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BMLmovi/Subject_33_F_MoSh/Subject_33_F_11_poses.npz,BMLmovi,BMLmovi/Subject_33_F_MoSh,1109072,120.0,829,6.908333333333333,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BMLmovi/Subject_33_F_MoSh/Subject_33_F_12_poses.npz,BMLmovi,BMLmovi/Subject_33_F_MoSh,729648,120.0,545,4.541666666666667,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BMLmovi/Subject_33_F_MoSh/Subject_33_F_13_poses.npz,BMLmovi,BMLmovi/Subject_33_F_MoSh,499856,120.0,373,3.1083333333333334,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BMLmovi/Subject_33_F_MoSh/Subject_33_F_14_poses.npz,BMLmovi,BMLmovi/Subject_33_F_MoSh,596048,120.0,445,3.7083333333333335,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BMLmovi/Subject_33_F_MoSh/Subject_33_F_15_poses.npz,BMLmovi,BMLmovi/Subject_33_F_MoSh,580016,120.0,433,3.6083333333333334,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BMLmovi/Subject_33_F_MoSh/Subject_33_F_16_poses.npz,BMLmovi,BMLmovi/Subject_33_F_MoSh,1285424,120.0,961,8.008333333333333,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BMLmovi/Subject_33_F_MoSh/Subject_33_F_17_poses.npz,BMLmovi,BMLmovi/Subject_33_F_MoSh,1109072,120.0,829,6.908333333333333,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BMLmovi/Subject_33_F_MoSh/Subject_33_F_18_poses.npz,BMLmovi,BMLmovi/Subject_33_F_MoSh,499856,120.0,373,3.1083333333333334,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BMLmovi/Subject_33_F_MoSh/Subject_33_F_19_poses.npz,BMLmovi,BMLmovi/Subject_33_F_MoSh,1253360,120.0,937,7.808333333333334,156,10.0,0,0,0
